ANO,TURNO,MUNICÍPIO,CANDIDATO,PARTIDO,VOTOS,LOCAL DE VOTAÇÃO,BAIRRO,REGIONAL
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,99,ESCOLA ESTADUAL MARIA JOSE MEDEIROS,PAPICU,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,126,ESCOLA ESTADUAL MARIA JOSE MEDEIROS,PAPICU,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,101,ESCOLA ESTADUAL  BARBARA DE ALENCAR,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,118,ESCOLA ESTADUAL  BARBARA DE ALENCAR,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,111,ESCOLA ESTADUAL  BARBARA DE ALENCAR,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,121,ESCOLA ESTADUAL  BARBARA DE ALENCAR,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,91,ESCOLA ESTADUAL  BARBARA DE ALENCAR,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,99,ESCOLA ESTADUAL  BARBARA DE ALENCAR,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,103,ESCOLA ESTADUAL  BARBARA DE ALENCAR,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,118,ESCOLA ESTADUAL MARIA JOSE MEDEIROS,PAPICU,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,130,ESCOLA ESTADUAL MARIA JOSE MEDEIROS,PAPICU,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,111,ESCOLA ESTADUAL MARIA JOSE MEDEIROS,PAPICU,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,100,ESCOLA ESTADUAL MARIA JOSE MEDEIROS,PAPICU,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,81,ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ,MUCURIPE,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,88,ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ,MUCURIPE,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,92,ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ,MUCURIPE,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,84,ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ,MUCURIPE,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,97,ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ,MUCURIPE,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,104,ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ,MUCURIPE,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,95,ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ,MUCURIPE,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,116,COLEGIO FARIAS BRITO - PRÉ UNIVERSITARIO - JULIO ABREU,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,111,COLEGIO FARIAS BRITO - PRÉ UNIVERSITARIO - JULIO ABREU,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,102,COLEGIO FARIAS BRITO - PRÉ UNIVERSITARIO - JULIO ABREU,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,113,COLEGIO FARIAS BRITO - PRÉ UNIVERSITARIO - JULIO ABREU,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,90,COLEGIO FARIAS BRITO - PRÉ UNIVERSITARIO - JULIO ABREU,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,112,COLEGIO ANTARES - OCELO PINHEIRO,PAPICU,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,118,COLEGIO ANTARES - OCELO PINHEIRO,PAPICU,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,122,COLEGIO ANTARES - OCELO PINHEIRO,PAPICU,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,102,ESCOLA DE GASTRONOMIA SOCIAL IVENS DIAS BRANCO,CAIS DO PORTO,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,65,EEFM - HELENITA MOTA,CAIS DO PORTO,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,127,ESCOLA ESTADUAL MATIAS BECK,MUCURIPE,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,93,ESCOLA ESTADUAL  BARBARA DE ALENCAR,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,108,FACULDADE FARIAS BRITO - CASTRO MONTE,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,121,UNINTA - FACULDADE UNINTA FORTALEZA,COCÓ,7
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,108,ESCOLA MUNICIPAL JOSE RAMOS TORRES DE MELO,MUCURIPE,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,99,ESCOLA MIGUEL FIALHO - ANTIGO PADRE JOSÉ NILSON ,MUCURIPE,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,145,ESCOLA ESTADUAL MURILO BORGES,VICENTE PINZON,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,108,ESCOLA ESTADUAL DRAGAO DO MAR,MUCURIPE,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,108,ESCOLA MUNICIPAL COLONIA Z-8,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,104,CIES AIDA SANTOS,VICENTE PINZON,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,91,EMTI VEREADOR ALBERTO GOMES DE QUEIROZ,CAIS DO PORTO,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,122,FACULDADE FARIAS BRITO - CASTRO MONTE,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,104,ESCOLA MUNICIPAL JOSE RAMOS TORRES DE MELO,MUCURIPE,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,73,ESCOLA MUNICIPAL COLONIA Z-8,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,136,LABOMAR - UFC,MEIRELES,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,118,ESCOLA DE GASTRONOMIA SOCIAL IVENS DIAS BRANCO,CAIS DO PORTO,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,115,ESCOLA ESTADUAL ARQUITETO ROGERIO FROES,CIDADE 2000,7
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,96,EMTI VEREADOR ALBERTO GOMES DE QUEIROZ,CAIS DO PORTO,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,130,ESCOLA ESTADUAL MARIA JOSE MEDEIROS,PAPICU,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,122,ESCOLA MUNICIPAL DOM ALOISIO LORSCHEIDER,PRAIA DO FUTURO II,7
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,82,EEFM - HELENITA MOTA,CAIS DO PORTO,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,100,ESCOLA PROFISSIONAL MARIA ANGELA DA SILVEIRA BORGES,VICENTE PINZON,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,121,ESCOLA ESTADUAL ARQUITETO ROGERIO FROES,CIDADE 2000,7
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,131,ESCOLA ESTADUAL MATIAS BECK,MUCURIPE,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,109,ESCOLA MUNICIPAL FREI TITO DE ALENCAR LIMA,VICENTE PINZON,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,102,ESCOLA MUNICIPAL JOSE RAMOS TORRES DE MELO,MUCURIPE,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,118,UNINTA - FACULDADE UNINTA FORTALEZA,COCÓ,7
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,125,ESCOLA ESTADUAL ARQUITETO ROGERIO FROES,CIDADE 2000,7
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,87,EEFM - HELENITA MOTA,CAIS DO PORTO,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,124,ESCOLA ESTADUAL MURILO BORGES,VICENTE PINZON,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,84,ESCOLA PROFISSIONAL MARIA ANGELA DA SILVEIRA BORGES,VICENTE PINZON,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,118,UNINTA - FACULDADE UNINTA FORTALEZA,COCÓ,7
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,79,EEFM - HELENITA MOTA,CAIS DO PORTO,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,102,ESCOLA DE GASTRONOMIA SOCIAL IVENS DIAS BRANCO,CAIS DO PORTO,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,115,ESCOLA MUNICIPAL JOSE RAMOS TORRES DE MELO,MUCURIPE,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,94,FACULDADE FARIAS BRITO - CASTRO MONTE,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,113,ESCOLA ESTADUAL ARQUITETO ROGERIO FROES,CIDADE 2000,7
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,81,EEFM - HELENITA MOTA,CAIS DO PORTO,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,99,FACULDADE FARIAS BRITO - CASTRO MONTE,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,133,ESCOLA ESTADUAL MURILO BORGES,VICENTE PINZON,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,117,ESCOLA ESTADUAL MARIA JOSE MEDEIROS,PAPICU,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,102,ESCOLA ESTADUAL  BARBARA DE ALENCAR,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,87,ESCOLA ESTADUAL  BARBARA DE ALENCAR,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,115,FACULDADE FARIAS BRITO - CASTRO MONTE,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,133,ESCOLA ESTADUAL MARIA JOSE MEDEIROS,PAPICU,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,84,ESCOLA DE GASTRONOMIA SOCIAL IVENS DIAS BRANCO,CAIS DO PORTO,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,106,FACULDADE FARIAS BRITO - CASTRO MONTE,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,94,EMTI VEREADOR ALBERTO GOMES DE QUEIROZ,CAIS DO PORTO,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,126,CIES AIDA SANTOS,VICENTE PINZON,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,102,ESCOLA PROFISSIONAL MARIA ANGELA DA SILVEIRA BORGES,VICENTE PINZON,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,120,FANOR - FACULDADE NORDESTE,DE LOURDES,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,147,ESCOLA ESTADUAL MURILO BORGES,VICENTE PINZON,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,123,UNINTA - FACULDADE UNINTA FORTALEZA,COCÓ,7
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,109,FANOR - FACULDADE NORDESTE,DE LOURDES,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,123,FACULDADE FARIAS BRITO - CASTRO MONTE,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,152,ESCOLA ESTADUAL MURILO BORGES,VICENTE PINZON,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,131,FANOR - FACULDADE NORDESTE,DE LOURDES,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,116,FANOR - FACULDADE NORDESTE,DE LOURDES,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,109,ESCOLA MUNICIPAL PROF BELARMINA CAMPOS,VICENTE PINZON,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,137,IATE CLUBE,MUCURIPE,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,145,IATE CLUBE,MUCURIPE,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,97,ESCOLA MUNICIPAL FREI TITO DE ALENCAR LIMA,VICENTE PINZON,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,87,FACULDADE FARIAS BRITO - CASTRO MONTE,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,81,EEFM - HELENITA MOTA,CAIS DO PORTO,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,122,FANOR - FACULDADE NORDESTE,DE LOURDES,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,131,ESCOLA ESTADUAL MATIAS BECK,MUCURIPE,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,115,ESCOLA MUNICIPAL PROF BELARMINA CAMPOS,VICENTE PINZON,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,100,FACULDADE FARIAS BRITO - CASTRO MONTE,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,104,FACULDADE FARIAS BRITO - CASTRO MONTE,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,120,CIES AIDA SANTOS,VICENTE PINZON,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,104,ESCOLA MUNICIPAL DOM ALOISIO LORSCHEIDER,PRAIA DO FUTURO II,7
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,102,EMTI VEREADOR ALBERTO GOMES DE QUEIROZ,CAIS DO PORTO,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,137,COLEGIO ESPACO ABERTO - BENTO ALBUQUERQUE,PAPICU,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,111,COLEGIO ESPACO ABERTO - BENTO ALBUQUERQUE,PAPICU,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,98,ESCOLA MUNICIPAL PROF. GODOFREDO DE CASTRO FILHO,CAIS DO PORTO,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,110,FANOR - FACULDADE NORDESTE,DE LOURDES,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,113,FACULDADE FARIAS BRITO - CASTRO MONTE,VARJOTA,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,90,ESCOLA MUNICIPAL PROF. GODOFREDO DE CASTRO FILHO,CAIS DO PORTO,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,105,ESCOLA MUNICIPAL PROF BELARMINA CAMPOS,VICENTE PINZON,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,117,FANOR - FACULDADE NORDESTE,DE LOURDES,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,114,ESCOLA ESTADUAL MATIAS BECK,MUCURIPE,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,106,ESCOLA PROFISSIONAL MARIA ANGELA DA SILVEIRA BORGES,VICENTE PINZON,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,94,ESCOLA MUNICIPAL PROF. GODOFREDO DE CASTRO FILHO,CAIS DO PORTO,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,86,EMTI VEREADOR ALBERTO GOMES DE QUEIROZ,CAIS DO PORTO,2
2024,1,FORTALEZA,ANDRÉ FERNANDES,PL,120,CRECHE RACHEL GUIMARÃES MARTINS BARBOSA,CAIS DO PORTO,2
